,Round,Tick,Type,relativeTime,Price,Quantity
0,1,1,at ask,0.23500381286990488,1000.01,1
1,1,1,at bid,0.27496981274986565,999.99,1
2,1,1,at bid,0.2842209443929852,999.99,1
3,1,1,at bid,0.341657014406605,999.99,1
4,1,1,at bid,0.4291174595081142,999.99,1
5,1,1,at bid,0.5130221651248906,999.99,1
6,1,1,at bid,0.5340655780553648,999.99,1
7,1,1,at bid,0.6261908309167796,999.99,1
8,1,1,at bid,0.8275165022985804,999.99,1
9,1,1,at ask,0.9362548499073441,1000.01,1
10,1,1,at ask,0.9989380355640122,1000.01,1
11,1,1,at bid,0.9997859516228957,999.99,1
12,1,2,at bid,0.018116844942738727,1149.99,1
13,1,2,at ask,0.07270602773364446,1150.01,1
14,1,2,at bid,0.22969940750863263,1149.99,1
15,1,2,at ask,0.2491099406006101,1150.01,1
16,1,2,at bid,0.3317087010912627,1149.99,1
17,1,2,at bid,0.39935257952329184,1149.99,1
18,1,2,at bid,0.4591903522167907,1149.99,1
19,1,2,at bid,0.537250826529285,1149.99,1
20,1,2,at bid,0.6310679481881735,1149.99,1
21,1,2,at ask,0.647566756685726,1150.01,1
22,1,2,at ask,0.8010294284355596,1150.01,1
23,1,2,at bid,0.8131351200759569,1149.99,1
24,1,2,at ask,0.8784316299365231,1150.01,1
25,1,3,at ask,0.09646308160786778,1250.01,1
26,1,3,at ask,0.1337177436615373,1250.01,1
27,1,3,at ask,0.18142680833817593,1250.01,1
28,1,3,at ask,0.2895588292094979,1250.01,1
29,1,3,at bid,0.30389298363202166,1249.99,1
30,1,3,at ask,0.4635504395433073,1250.01,1
31,1,3,at bid,0.5297869402432079,1249.99,1
32,1,3,at bid,0.564046020494042,1249.99,1
33,1,3,at ask,0.5802843369526745,1250.01,1
34,1,3,at bid,0.8284201837087904,1249.99,1
35,1,3,at ask,0.8505113096002673,1250.01,1
36,1,3,at bid,0.8693566452410567,1249.99,1
37,1,3,at bid,0.9404273094591228,1249.99,1
38,1,4,at ask,0.0950957661505093,1350.01,1
39,1,4,at bid,0.1388288513662976,1349.99,1
40,1,4,at ask,0.15673155434517316,1350.01,1
41,1,4,at ask,0.2070638701730022,1350.01,1
42,1,4,at ask,0.2163273694491385,1350.01,1
43,1,4,at ask,0.23366162229516918,1350.01,1
44,1,4,at ask,0.38286063836573636,1350.01,1
45,1,4,at ask,0.41060065190891804,1350.01,1
46,1,4,at bid,0.49297466103997634,1349.99,1
47,1,4,at ask,0.5137908678333244,1350.01,1
48,1,4,at ask,0.812927018043596,1350.01,1
49,1,4,at bid,0.8459060877479235,1349.99,1
50,1,4,at bid,0.8784331670621754,1349.99,1
51,1,4,at bid,0.9086235947323437,1349.99,1
52,1,5,at bid,0.03534898589766472,1499.99,1
53,1,5,at ask,0.0864640419203219,1500.01,1
54,1,5,at ask,0.1922835110112074,1500.01,1
55,1,5,at ask,0.35108914802499636,1500.01,1
56,1,5,at bid,0.3810122875735507,1499.99,1
57,1,5,at ask,0.38650418297968336,1500.01,1
58,1,5,at ask,0.48478897222193823,1500.01,1
59,1,5,at ask,0.6545158992005363,1500.01,1
60,1,5,at ask,0.6767139692944255,1500.01,1
61,1,5,at ask,0.7937321918705895,1500.01,1
62,1,5,at bid,0.8883565888295292,1499.99,1
63,1,5,at bid,0.9894030501257083,1499.99,1
64,1,6,at bid,0.12245877341581816,1349.99,1
65,1,6,at bid,0.19259084553491684,1349.99,1
66,1,6,at bid,0.3518654828092589,1349.99,1
67,1,6,at ask,0.4075310358982111,1350.01,1
68,1,6,at ask,0.44423169963686754,1350.01,1
69,1,6,at bid,0.45002412501596584,1349.99,1
70,1,6,at ask,0.466962531892984,1350.01,1
