,Round,Tick,Type,relativeTime,Price,Quantity
0,0,1,at bid,0.007387646986126741,999.99,1
1,0,1,at bid,0.38756041222890014,999.99,1
2,0,1,at ask,0.3911699745216137,1000.01,1
3,0,1,at ask,0.49647026274971,1000.01,1
4,0,1,at ask,0.5946256855763529,1000.01,1
5,0,1,at ask,0.6255928658537705,1000.01,1
6,0,1,at ask,0.7639544525706085,1000.01,1
7,0,1,at ask,0.8219913542463699,1000.01,1
8,0,2,at bid,0.01588492254524365,949.99,1
9,0,2,at ask,0.2572346888628084,950.01,1
10,0,2,at ask,0.32249905609392865,950.01,1
11,0,2,at bid,0.3661287696299004,949.99,1
12,0,2,at bid,0.556270023737397,949.99,1
13,0,2,at ask,0.8120491383133392,950.01,1
14,0,3,at bid,0.1131171917343874,849.99,1
15,0,3,at ask,0.17162930634121856,850.01,1
16,0,3,at ask,0.2392855836533552,850.01,1
17,0,3,at bid,0.32966794657778886,849.99,1
18,0,3,at bid,0.3441719199784955,849.99,1
19,0,3,at bid,0.4687188126033724,849.99,1
20,0,3,at bid,0.7418898637381384,849.99,1
21,0,3,at ask,0.8933138282758488,850.01,1
22,0,3,at bid,0.9142454985082727,849.99,1
23,0,3,at bid,0.9856697804253514,849.99,1
24,0,4,at ask,0.03983506742725044,1000.01,1
25,0,4,at ask,0.3549171938073776,1000.01,1
26,0,4,at ask,0.3867131069749872,1000.01,1
27,0,4,at ask,0.39157877043901584,1000.01,1
28,0,4,at bid,0.41485299412596316,999.99,1
29,0,4,at ask,0.4617319026408305,1000.01,1
30,0,4,at ask,0.6998311501229031,1000.01,1
31,0,4,at bid,0.7119210529680717,999.99,1
32,0,4,at ask,0.7527011954779381,1000.01,1
33,0,4,at bid,0.755314152249972,999.99,1
34,0,4,at bid,0.7832219739294056,999.99,1
35,0,4,at bid,0.8066346801667993,999.99,1
36,0,4,at ask,0.8496014232367776,1000.01,1
37,0,5,at bid,0.01515633342971002,849.99,1
38,0,5,at ask,0.04387542331492456,850.01,1
39,0,5,at bid,0.14100004122710927,849.99,1
40,0,5,at bid,0.22723393667277758,849.99,1
41,0,5,at ask,0.32740617783834014,850.01,1
42,0,5,at bid,0.3405604567951222,849.99,1
43,0,5,at ask,0.3685745687588574,850.01,1
44,0,5,at bid,0.4767740197308509,849.99,1
45,0,5,at bid,0.5575226147517627,849.99,1
