,Round,Tick,Type,relativeTime,Price,Quantity
0,0,1,at ask,0.3648873020177162,1000.01,1
1,0,1,at bid,0.4581011353082022,999.99,1
2,0,1,at bid,0.4761966375730785,999.99,1
3,0,1,at bid,0.5034350847900918,999.99,1
4,0,2,at bid,0.046982566632706814,949.99,1
5,0,2,at bid,0.08774130015660678,949.99,1
6,0,2,at ask,0.5793135132219829,950.01,1
7,0,3,at ask,0.17451487582563902,850.01,1
8,0,3,at bid,0.7980665135554712,849.99,1
9,0,4,at ask,0.1801558478173393,1000.01,1
10,0,4,at ask,0.5824645959413955,1000.01,1
11,0,4,at bid,0.7055047817103879,999.99,1
12,0,5,at bid,0.019050425586371753,849.99,1
13,0,6,at ask,0.532534900324149,750.01,1
14,0,6,at bid,0.8148133461025577,749.99,1
15,0,7,at bid,0.2075658944613502,649.99,1
16,0,7,at bid,0.32528732191192755,649.99,1
17,0,7,at bid,0.39551770647991225,649.99,1
18,0,7,at ask,0.5072436538011866,650.01,1
19,0,7,at bid,0.9874940815642969,649.99,1
20,0,8,at bid,0.08831970324130273,499.99,1
21,0,8,at ask,0.4950240513934855,500.01,1
22,0,8,at ask,0.5088038291074206,500.01,1
23,0,9,at bid,0.25801866173361954,399.99,1
24,0,9,at ask,0.48518335037214844,400.01,1
25,0,9,at bid,0.5617888074907508,399.99,1
26,0,9,at bid,0.6632184595305447,399.99,1
27,0,9,at bid,0.7469072384529436,399.99,1
28,0,9,at bid,0.9224101168211212,399.99,1
29,0,10,at ask,0.3858270508191127,450.01,1
30,0,10,at ask,0.4370280200258273,450.01,1
31,0,10,at ask,0.4855490862489087,450.01,1
32,0,10,at ask,0.619167601036178,450.01,1
33,0,10,at ask,0.8919927172813706,450.01,1
34,0,11,at bid,0.018472782565950818,499.99,1
35,0,11,at ask,0.0504749540698871,500.01,1
36,0,11,at bid,0.924764634994646,499.99,1
37,0,11,at ask,0.989264084622671,500.01,1
38,0,12,at bid,0.5334401031921207,399.99,1
39,0,12,at bid,0.7235068827883805,399.99,1
40,0,12,at ask,0.8634776066648064,400.01,1
41,0,13,at bid,0.5445211891973553,349.99,1
42,0,13,at bid,0.5837417524090536,349.99,1
43,0,13,at bid,0.6093803911033229,349.99,1
44,0,13,at bid,0.6731774813336416,349.99,1
