,Round,Tick,Type,relativeTime,Price,Quantity
0,0,1,at ask,0.009262512230808201,1000.01,1
1,0,1,at ask,0.20533022410016472,1000.01,1
2,0,1,at bid,0.267455388925001,999.99,1
3,0,1,at ask,0.2797961643145361,1000.01,1
4,0,1,at bid,0.2855240400162009,999.99,1
5,0,1,at ask,0.33222585729872117,1000.01,1
6,0,1,at ask,0.3852670619973933,1000.01,1
7,0,1,at ask,0.41271143673986366,1000.01,1
8,0,1,at ask,0.5222821371481213,1000.01,1
9,0,1,at ask,0.5324359222355307,1000.01,1
10,0,1,at ask,0.609685452878007,1000.01,1
11,0,1,at ask,0.705733331333631,1000.01,1
12,0,1,at ask,0.7265084007834396,1000.01,1
13,0,1,at ask,0.7587899707770633,1000.01,1
14,0,1,at ask,0.874730927288652,1000.01,1
15,0,2,at bid,0.15179650361176947,949.99,1
16,0,2,at bid,0.29634149541322347,949.99,1
17,0,2,at bid,0.31882946715942634,949.99,1
18,0,2,at bid,0.43276875114043656,949.99,1
19,0,2,at bid,0.48094477518786805,949.99,1
20,0,2,at bid,0.5307953414215092,949.99,1
21,0,2,at bid,0.535248841326157,949.99,1
22,0,2,at bid,0.6186857244271624,949.99,1
23,0,2,at bid,0.7829887580621164,949.99,1
24,0,2,at bid,0.8305069660223573,949.99,1
25,0,2,at bid,0.846246929492819,949.99,1
26,0,2,at bid,0.8615620293890194,949.99,1
27,0,2,at bid,0.95844171316523,949.99,1
28,0,2,at bid,0.9589142812301962,949.99,1
29,0,2,at bid,0.9642664040582264,949.99,1
30,0,3,at ask,0.05857833069871665,850.01,1
31,0,3,at bid,0.0758276079108002,849.99,1
32,0,3,at bid,0.08874801816804233,849.99,1
33,0,3,at bid,0.1412683379551273,849.99,1
34,0,3,at ask,0.17671165501358535,850.01,1
35,0,3,at bid,0.17858363574446678,849.99,1
36,0,3,at bid,0.2612415451910075,849.99,1
37,0,3,at bid,0.26585427659238614,849.99,1
38,0,3,at ask,0.2728174517968486,850.01,1
39,0,3,at bid,0.3103263288913798,849.99,1
40,0,3,at bid,0.3630244734697905,849.99,1
41,0,3,at bid,0.4299677076479801,849.99,1
42,0,3,at ask,0.4974013289346823,850.01,1
43,0,3,at bid,0.550007939347479,849.99,1
44,0,3,at ask,0.5921058393824106,850.01,1
45,0,3,at bid,0.5958880800992525,849.99,1
46,0,3,at bid,0.6576097161624288,849.99,1
47,0,3,at bid,0.6867523061279596,849.99,1
48,0,3,at bid,0.7540804337921592,849.99,1
49,0,3,at bid,0.7847232490241254,849.99,1
50,0,3,at bid,0.8332247665403187,849.99,1
51,0,3,at bid,0.8340753899186863,849.99,1
52,0,3,at bid,0.9319264853807303,849.99,1
53,0,4,at ask,0.023096160321200335,1000.01,1
54,0,4,at ask,0.052240268859493844,1000.01,1
55,0,4,at ask,0.05730517717593831,1000.01,1
56,0,4,at ask,0.103865824342311,1000.01,1
57,0,4,at ask,0.14726896692957941,1000.01,1
58,0,4,at bid,0.2062671449258846,999.99,1
59,0,4,at ask,0.21555735730598177,1000.01,1
60,0,4,at ask,0.22871945366519286,1000.01,1
61,0,4,at ask,0.2739135544286013,1000.01,1
62,0,4,at ask,0.38890917092892924,1000.01,1
63,0,4,at ask,0.438596560080625,1000.01,1
64,0,4,at ask,0.45458446792436186,1000.01,1
65,0,4,at ask,0.4749254003860857,1000.01,1
66,0,4,at bid,0.6440226771434457,999.99,1
67,0,4,at ask,0.7054156010198994,1000.01,1
68,0,4,at bid,0.764574930639634,999.99,1
69,0,4,at ask,0.8759704816018122,1000.01,1
70,0,4,at ask,0.9238475175400028,1000.01,1
71,0,4,at bid,0.9835380559376847,999.99,1
72,0,5,at bid,0.11378298521431059,849.99,1
73,0,5,at bid,0.12119574785732556,849.99,1
74,0,5,at bid,0.16057364021042617,849.99,1
75,0,5,at bid,0.1972323930823449,849.99,1
76,0,5,at bid,0.3949800728524487,849.99,1
77,0,5,at bid,0.44656238053772457,849.99,1
78,0,5,at bid,0.46257089024296527,849.99,1
79,0,5,at bid,0.5845645475535026,849.99,1
80,0,5,at bid,0.6869271937984808,849.99,1
81,0,6,at ask,0.0025812340560789192,750.01,1
82,0,6,at bid,0.013895845286327858,749.99,1
83,0,6,at bid,0.06848975751601705,749.99,1
84,0,6,at bid,0.08840860465570405,749.99,1
85,0,6,at bid,0.11214838354975562,749.99,1
86,0,6,at bid,0.12815686008258392,749.99,1
87,0,6,at bid,0.13592757326528337,749.99,1
88,0,6,at bid,0.4074768771136135,749.99,1
89,0,6,at bid,0.44216782329101334,749.99,1
90,0,6,at bid,0.5505422529021585,749.99,1
91,0,6,at ask,0.5877380002007349,750.01,1
92,0,6,at bid,0.597836677257032,749.99,1
93,0,6,at bid,0.6105369565672738,749.99,1
94,0,6,at bid,0.7183143541043531,749.99,1
95,0,6,at bid,0.7428266746583527,749.99,1
96,0,6,at bid,0.8902672900851295,749.99,1
97,0,6,at bid,0.9541793135572884,749.99,1
98,0,7,at bid,0.07791461085031336,649.99,1
99,0,7,at bid,0.16359805607981187,649.99,1
