,Round,Tick,Type,relativeTime,Price,Quantity
0,1,1,at bid,0.002319393536389956,999.99,1
1,1,1,at bid,0.09920995713660938,999.99,1
2,1,1,at bid,0.592908586252874,999.99,1
3,1,1,at bid,0.6297210190881132,999.99,1
4,1,1,at bid,0.9010595946124422,999.99,1
5,1,2,at ask,0.2643302501443122,1150.01,1
6,1,2,at bid,0.3015116038336232,1149.99,1
7,1,2,at ask,0.6994112037181496,1150.01,1
8,1,2,at ask,0.9574731262926575,1150.01,1
9,1,3,at ask,0.11070165921442128,1250.01,1
10,1,3,at ask,0.22376004852224857,1250.01,1
11,1,3,at ask,0.9521462921770827,1250.01,1
12,1,4,at ask,0.06050300757066215,1350.01,1
13,1,4,at ask,0.2093810454355995,1350.01,1
14,1,4,at bid,0.6669612492693381,1349.99,1
15,1,4,at ask,0.9196289879879238,1350.01,1
16,1,4,at ask,0.9894564540872692,1350.01,1
17,1,5,at bid,0.2006396455925549,1499.99,1
18,1,5,at ask,0.2212014037757954,1500.01,1
19,1,5,at ask,0.4817254151863858,1500.01,1
20,1,5,at ask,0.4925129386926749,1500.01,1
21,1,5,at ask,0.7702431135275196,1500.01,1
22,1,5,at ask,0.9683029793280393,1500.01,1
23,1,6,at ask,0.5258942075960353,1350.01,1
24,1,6,at ask,0.7378290116845334,1350.01,1
25,1,6,at ask,0.7709611755381504,1350.01,1
26,1,6,at bid,0.8778597734103916,1349.99,1
27,1,6,at ask,0.9058730345774516,1350.01,1
28,1,6,at ask,0.9329344256194809,1350.01,1
29,1,7,at ask,0.008683647700237747,1400.01,1
30,1,7,at ask,0.16965698612094757,1400.01,1
31,1,7,at ask,0.1807016153709643,1400.01,1
32,1,7,at ask,0.8041190699178415,1400.01,1
33,1,8,at ask,0.14826553054001346,1500.01,1
34,1,8,at ask,0.49075003204019685,1500.01,1
35,1,8,at ask,0.5127527742718654,1500.01,1
36,1,8,at ask,0.7941298472303981,1500.01,1
37,1,8,at ask,0.8642843581426628,1500.01,1
38,1,9,at ask,0.028604996179123387,1600.01,1
39,1,9,at ask,0.058170113270635704,1600.01,1
40,1,9,at ask,0.49015092447800634,1600.01,1
41,1,9,at ask,0.8890318464292755,1600.01,1
42,1,10,at ask,0.2721957769713306,1750.01,1
43,1,10,at ask,0.4069882457709516,1750.01,1
44,1,11,at ask,0.48951418705992905,1650.01,1
45,1,11,at bid,0.8984778492695681,1649.99,1
46,1,11,at bid,0.935314643390178,1649.99,1
47,1,12,at bid,0.0005916885538694994,1549.99,1
48,1,12,at bid,0.35224760395169513,1549.99,1
49,1,12,at bid,0.3703471651954445,1549.99,1
50,1,12,at bid,0.4188151068325078,1549.99,1
51,1,12,at bid,0.4707730833751406,1549.99,1
52,1,12,at bid,0.5668197359175889,1549.99,1
53,1,12,at bid,0.6678529510926188,1549.99,1
54,1,13,at bid,0.28837774600311966,1499.99,1
55,1,13,at bid,0.7824987764591805,1499.99,1
56,1,13,at bid,0.9258657919400066,1499.99,1
57,1,14,at ask,0.07404759615414729,1550.01,1
58,1,14,at ask,0.6569450407358737,1550.01,1
59,1,14,at ask,0.6712517615020226,1550.01,1
60,1,15,at ask,0.2867102926183483,1700.01,1
61,1,15,at ask,0.32295217812535787,1700.01,1
62,1,15,at ask,0.4444937911141797,1700.01,1
63,1,15,at ask,0.7637333487286084,1700.01,1
64,1,15,at ask,0.7737367204739478,1700.01,1
65,1,16,at ask,0.4097725632042514,1800.01,1
66,1,16,at ask,0.7767410354455166,1800.01,1
67,1,17,at ask,0.5237485107205542,1700.01,1
68,1,17,at ask,0.7056761836865494,1700.01,1
69,1,17,at ask,0.8291736531002254,1700.01,1
70,1,18,at ask,0.10656290465209964,1850.01,1
71,1,18,at ask,0.46607027975091886,1850.01,1
72,1,18,at ask,0.5038264040836397,1850.01,1
73,1,18,at bid,0.582102102895639,1849.99,1
74,1,18,at ask,0.8095004392655161,1850.01,1
75,1,18,at ask,0.995198962581088,1850.01,1
76,1,18,at ask,0.9981588162388374,1850.01,1
77,1,19,at ask,0.18376401128328224,1750.01,1
78,1,20,at bid,0.1225635670253856,1649.99,1
79,1,20,at bid,0.3877595491076167,1649.99,1
80,1,20,at bid,0.6909754109618873,1649.99,1
81,1,20,at bid,0.8255260316584502,1649.99,1
82,1,21,at bid,0.18436308884988567,1499.99,1
83,1,21,at bid,0.4402974897297654,1499.99,1
84,1,22,at bid,0.06997172302062951,1449.99,1
85,1,22,at bid,0.7619141187703857,1449.99,1
86,1,23,at ask,0.361061622349597,1350.01,1
87,1,23,at bid,0.44287074755177663,1349.99,1
88,1,23,at bid,0.8075920253655082,1349.99,1
89,1,23,at ask,0.8605470336272185,1350.01,1
90,1,23,at ask,0.8931712677881786,1350.01,1
91,1,23,at bid,0.8957412777376579,1349.99,1
92,1,23,at bid,0.9496455660282334,1349.99,1
93,1,24,at ask,0.430537967305237,1450.01,1
94,1,24,at ask,0.529901005806822,1450.01,1
95,1,24,at bid,0.6544986103076142,1449.99,1
96,1,25,at bid,0.13519088635909185,1399.99,1
97,1,25,at bid,0.5284734919812754,1399.99,1
98,1,25,at bid,0.6952869228877363,1399.99,1
99,1,25,at bid,0.9914294951659772,1399.99,1
100,1,26,at ask,0.14091442602973758,1550.01,1
101,1,27,at ask,0.5001464432085898,1450.01,1
102,1,28,at ask,0.08004331181503634,1600.01,1
103,1,28,at ask,0.3383726434726492,1600.01,1
104,1,29,at bid,0.03426512078395879,1499.99,1
105,1,29,at bid,0.2605778440609265,1499.99,1
106,1,29,at bid,0.3666108481534208,1499.99,1
107,1,29,at bid,0.39408755630231684,1499.99,1
108,1,29,at bid,0.46076274827539326,1499.99,1
109,1,30,at bid,0.598316858564206,1399.99,1
110,1,30,at bid,0.6187470414041294,1399.99,1
111,1,31,at ask,0.5972934808740028,1250.01,1
112,1,31,at bid,0.730795865979924,1249.99,1
113,1,31,at bid,0.899552237550796,1249.99,1
114,1,32,at bid,0.1534247136319848,1099.99,1
115,1,32,at bid,0.48126938109038786,1099.99,1
116,1,32,at bid,0.6636333468041247,1099.99,1
117,1,32,at bid,0.9202027840288409,1099.99,1
118,1,33,at ask,0.08904174583120943,1150.01,1
119,1,33,at ask,0.11528985093472774,1150.01,1
120,1,33,at bid,0.22765910261544936,1149.99,1
121,1,33,at ask,0.5270016883005102,1150.01,1
122,1,33,at ask,0.9759684492370185,1150.01,1
123,1,34,at ask,0.13458605439559482,1250.01,1
124,1,34,at ask,0.13980666814138695,1250.01,1
125,1,35,,,1349.99,1
126,1,36,at bid,0.09725958057020057,1399.99,1
127,1,36,at bid,0.4017802223459312,1399.99,1
128,1,36,at ask,0.9526582872931131,1400.01,1
129,1,37,at ask,0.29683757425598123,1500.01,1
130,1,38,at bid,0.20106460522182784,1449.99,1
131,1,39,at bid,0.21663730008029933,1349.99,1
132,1,39,at bid,0.28748367007643405,1349.99,1
133,1,39,at bid,0.668142735722631,1349.99,1
