,Round,Tick,Type,relativeTime,Price,Quantity
0,1,1,at ask,0.09434129848686351,1000.01,1
1,1,1,at bid,0.09874678773009413,999.99,1
2,1,1,at ask,0.18999707918517003,1000.01,1
3,1,1,at ask,0.32337467086505606,1000.01,1
4,1,1,at ask,0.3312441412743845,1000.01,1
5,1,1,at ask,0.3332059784025258,1000.01,1
6,1,1,at ask,0.40807524080600033,1000.01,1
7,1,1,at bid,0.4765230875264518,999.99,1
8,1,1,at ask,0.5529693218993634,1000.01,1
9,1,1,at bid,0.5675411298552637,999.99,1
10,1,1,at bid,0.5902469956631985,999.99,1
11,1,1,at ask,0.6646489648958628,1000.01,1
12,1,1,at ask,0.7469085414650894,1000.01,1
13,1,1,at ask,0.8647036056486594,1000.01,1
14,1,1,at bid,0.8892440156548901,999.99,1
15,1,1,at ask,0.9457027095929083,1000.01,1
16,1,1,at ask,0.9754049172816227,1000.01,1
17,1,2,at bid,0.0814738335559994,1149.99,1
18,1,2,at ask,0.12528435910527785,1150.01,1
19,1,2,at ask,0.22627882618056755,1150.01,1
20,1,2,at ask,0.4182509864386383,1150.01,1
21,1,2,at ask,0.4192054263842549,1150.01,1
22,1,2,at bid,0.4227806290031761,1149.99,1
23,1,2,at ask,0.5436028094108768,1150.01,1
24,1,2,at bid,0.6144113973514971,1149.99,1
25,1,2,at ask,0.7028568103254411,1150.01,1
26,1,2,at bid,0.7098388554035232,1149.99,1
27,1,2,at ask,0.8630188254847051,1150.01,1
28,1,2,at ask,0.875513359681938,1150.01,1
29,1,3,at bid,0.018355645714404803,1249.99,1
30,1,3,at ask,0.0288478216703826,1250.01,1
31,1,3,at bid,0.04678725186880434,1249.99,1
32,1,3,at ask,0.08295823919507939,1250.01,1
33,1,3,at bid,0.1295189797660292,1249.99,1
34,1,3,at bid,0.17033463983243416,1249.99,1
35,1,3,at bid,0.22300109577584473,1249.99,1
36,1,3,at bid,0.25517362816978917,1249.99,1
37,1,3,at ask,0.41802282019448606,1250.01,1
38,1,3,at ask,0.4814580672088651,1250.01,1
39,1,3,at ask,0.5226986881273318,1250.01,1
40,1,3,at ask,0.7480599564016601,1250.01,1
41,1,3,at ask,0.7633285960563958,1250.01,1
42,1,3,at ask,0.8361980250238624,1250.01,1
43,1,3,at ask,0.8808967458774859,1250.01,1
44,1,3,at ask,0.9753470014207951,1250.01,1
45,1,4,at ask,0.022897775052835596,1350.01,1
46,1,4,at ask,0.20618313515528727,1350.01,1
47,1,4,at bid,0.2769804106436551,1349.99,1
48,1,4,at bid,0.6647867540413122,1349.99,1
49,1,4,at ask,0.7259245884310864,1350.01,1
50,1,4,at ask,0.789731112057261,1350.01,1
51,1,4,at ask,0.8278613350322281,1350.01,1
52,1,4,at ask,0.8303102324023512,1350.01,1
53,1,4,at bid,0.8516829146771336,1349.99,1
54,1,4,at ask,0.9901173169566687,1350.01,1
55,1,5,at bid,0.03548449336797709,1499.99,1
56,1,5,at bid,0.15939039331203333,1499.99,1
57,1,5,at bid,0.1749061706745241,1499.99,1
58,1,5,at ask,0.2657589650164597,1500.01,1
59,1,5,at ask,0.33707494110279357,1500.01,1
60,1,5,at ask,0.36860535876800127,1500.01,1
61,1,5,at ask,0.4172794762766717,1500.01,1
62,1,5,at ask,0.45941154796164524,1500.01,1
63,1,5,at bid,0.5101205915331036,1499.99,1
64,1,5,at bid,0.5333515692506204,1499.99,1
65,1,5,at ask,0.6332634130570494,1500.01,1
66,1,5,at ask,0.7958028665931187,1500.01,1
67,1,5,at ask,0.8362752062529413,1500.01,1
68,1,5,at ask,0.8816382764528866,1500.01,1
69,1,5,at bid,0.9298357263858009,1499.99,1
70,1,5,at bid,0.9584987727974486,1499.99,1
71,1,5,at bid,0.980779366780579,1499.99,1
72,1,6,at bid,0.054075297424009246,1349.99,1
73,1,6,at bid,0.06712280634681507,1349.99,1
74,1,6,at ask,0.11215502546251568,1350.01,1
75,1,6,at ask,0.18466405474626607,1350.01,1
76,1,6,at bid,0.18973492997531016,1349.99,1
77,1,6,at ask,0.26243571384674474,1350.01,1
78,1,6,at ask,0.28578027002021544,1350.01,1
79,1,6,at ask,0.40255885492814497,1350.01,1
80,1,6,at ask,0.4464140544173112,1350.01,1
81,1,6,at ask,0.47225941167817087,1350.01,1
82,1,6,at ask,0.5137153082083029,1350.01,1
83,1,6,at ask,0.5242371472463352,1350.01,1
84,1,6,at bid,0.61975790988324,1349.99,1
85,1,6,at bid,0.6795362832792653,1349.99,1
86,1,6,at ask,0.7237567396811972,1350.01,1
87,1,6,at ask,0.8461420008307932,1350.01,1
88,1,6,at ask,0.8779154009227101,1350.01,1
89,1,6,at bid,0.9360882610612407,1349.99,1
90,1,6,at bid,0.957798457672217,1349.99,1
91,1,7,at bid,0.12559072836795349,1399.99,1
92,1,7,at ask,0.2479393783983267,1400.01,1
93,1,7,at ask,0.26241385556885033,1400.01,1
94,1,7,at ask,0.27880489563460115,1400.01,1
95,1,7,at bid,0.278923255042992,1399.99,1
96,1,7,at ask,0.360816208777991,1400.01,1
97,1,7,at ask,0.45673390537863723,1400.01,1
98,1,7,at bid,0.5335952382972101,1399.99,1
99,1,7,at bid,0.6278624003339862,1399.99,1
100,1,7,at bid,0.7541263618211622,1399.99,1
101,1,7,at ask,0.7752018803143063,1400.01,1
102,1,7,at ask,0.8374883878358047,1400.01,1
